text,label,Pattern Category
Only 1 Left !,Dark,Scarcity
Only 1 items left in stock!,Dark,Scarcity
Only 2 Left,Dark,Scarcity
LIVE REMAINING STOCK,Dark,Scarcity
HURRY! LESS THAN 129 LEFT.,Dark,Scarcity
"Hurry, only a few left!",Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 9 left in stock,Dark,Scarcity
Only 1 left.,Dark,Scarcity
Only 7 in Stock!,Dark,Scarcity
"Don't miss out, only 2 left in stock",Dark,Scarcity
Only 5 left in stock,Dark,Scarcity
Only 3 left in stock,Dark,Scarcity
Only 4 left in stock,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
only 2 left in stock,Dark,Scarcity
Limited Quantity Available,Dark,Scarcity
Hurry! Only 3 Left In Stock.,Dark,Scarcity
Hurry up! Only 11 items left,Dark,Scarcity
Only 3 Left!,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
Only 3 left,Dark,Scarcity
Only 2 stock available,Dark,Scarcity
ONLY 2 LEFT IN STOCK!,Dark,Scarcity
5 items left,Dark,Scarcity
Only 1 left in stock!,Dark,Scarcity
"Hurry, only 2 left in stock!",Dark,Scarcity
Only 1 left!,Dark,Scarcity
Hurry! Only a few of these left,Dark,Scarcity
Hurry Up! Only 1 Piece Left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 8 left,Dark,Scarcity
"Hurry, only 1 left!",Dark,Scarcity
Only 5 left in stock,Dark,Scarcity
Hurry only 1 left!,Dark,Scarcity
Only 1 Item(s) left,Dark,Scarcity
1 left in stock,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 33 left,Dark,Scarcity
70% offers claimed. Hurry up!,Dark,Scarcity
ONLY 5 LEFT IN STOCK,Dark,Scarcity
ONLY 1 LEFT IN THIS SIZE,Dark,Scarcity
ONLY 5 LEFT,Dark,Scarcity
Only 3 Left in Stock!,Dark,Scarcity
(Only 5 Left),Dark,Scarcity
Only 6 left,Dark,Scarcity
Only 3 left in stock!,Dark,Scarcity
Last 1 in stock,Dark,Scarcity
Only 16531 items left in stock!,Dark,Scarcity
Only 1 left in stock!,Dark,Scarcity
Only 1 left in stock!,Dark,Scarcity
only 5 left,Dark,Scarcity
ONLY 8 LEFT,Dark,Scarcity
Only 498 left,Dark,Scarcity
only 1 in stock,Dark,Scarcity
WARNING! Only 5 left in stock!,Dark,Scarcity
Only 7 left,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 3 left in stock.,Dark,Scarcity
Don't miss out on this item! There is only 1 left in stock.,Dark,Scarcity
Only 5 item(s) left.,Dark,Scarcity
Only 1 Item Left!,Dark,Scarcity
Only 1 item left!,Dark,Scarcity
Only 5 left,Dark,Scarcity
Only 1 left,Dark,Scarcity
3 left in stock,Dark,Scarcity
ONLY 5 LEFT IN STOCK!,Dark,Scarcity
"Only 1 left , In Stock",Dark,Scarcity
ONLY 4 LEFT IN STOCK,Dark,Scarcity
Limited stock!,Dark,Scarcity
"HURRY, ONLY 1 LEFT!",Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
Only 1 Left,Dark,Scarcity
Only 1 left!,Dark,Scarcity
ONLY 4 LEFT IN STOCK,Dark,Scarcity
ONLY 3 LEFT,Dark,Scarcity
Only 3 left in stock!,Dark,Scarcity
"1 left, order now!",Dark,Scarcity
18 In Stock,Dark,Scarcity
3 left,Dark,Scarcity
Only 1 Left!,Dark,Scarcity
Only 3 left In Stock,Dark,Scarcity
Only 3 left in stock,Dark,Scarcity
JUST 1 LEFT!,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
LESS THAN 8 LEFT IN STOCK!,Dark,Scarcity
Only 4 left,Dark,Scarcity
"Hurry, Only 4 Left In Stock. Buy Now!",Dark,Scarcity
Availability: Low Stock,Dark,Scarcity
Availability: Only 1 Left,Dark,Scarcity
Only 1 left!,Dark,Scarcity
"Only 2 left, order soon",Dark,Scarcity
"Only 2 left, order soon",Dark,Scarcity
"Only 3 left, order soon",Dark,Scarcity
"Only 3 left, order soon",Dark,Scarcity
Only 6 left,Dark,Scarcity
Only 2 items left,Dark,Scarcity
Only 1 left!,Dark,Scarcity
Limited stock!,Dark,Scarcity
Only 3 left in stock,Dark,Scarcity
Only 1 Left,Dark,Scarcity
Only 2 items left,Dark,Scarcity
Only 2 items left,Dark,Scarcity
Only 7 left!,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Limited stock!,Dark,Scarcity
Only 1 Left,Dark,Scarcity
only 5 left in stock!,Dark,Scarcity
Warning: Last items in stock!,Dark,Scarcity
Fewer than 5 left!,Dark,Scarcity
Fewer than 5 left!,Dark,Scarcity
Hurry! Only 15 left!,Dark,Scarcity
"Don't snooze, only 1 left",Dark,Scarcity
Hurry! Only 2 left!,Dark,Scarcity
Hurry! Only 7 left,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 2 left.,Dark,Scarcity
Limited quantity available,Dark,Scarcity
Limited quantity remaining,Dark,Scarcity
Last one available,Dark,Scarcity
Limited quantity remaining,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 products left,Dark,Scarcity
"In stock, only 1 products left",Dark,Scarcity
Limited quantity! ,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
HURRY! 3 left in stock!,Dark,Scarcity
ONLY 1 LEFT IN STOCK!,Dark,Scarcity
(Only 1 left!),Dark,Scarcity
Only 1 left,Dark,Scarcity
ONLY 3 LEFT IN STOCK!,Dark,Scarcity
Only 8 item(s) left,Dark,Scarcity
Only 8 item(s) left,Dark,Scarcity
Only 7 left,Dark,Scarcity
Stock Low : 6 items left.,Dark,Scarcity
Only 5 Left,Dark,Scarcity
"In Stock, Only 1 Left!",Dark,Scarcity
In stock | 44 left,Dark,Scarcity
Only 9 left!,Dark,Scarcity
3 left in stock,Dark,Scarcity
Only 9 units left in stock online.,Dark,Scarcity
Only 9 left!,Dark,Scarcity
Hurry! Almost Sold Out...,Dark,Scarcity
Only 1 left in Stock,Dark,Scarcity
limited availability at this price!,Dark,Scarcity
only 7 pieces left,Dark,Scarcity
Only 4 left in this size!,Dark,Scarcity
"Hurry, Only a few left!",Dark,Scarcity
Hurry! Only 1 Pair left!,Dark,Scarcity
Hurry! Limited Quantity Available.,Dark,Scarcity
Hurry! Limited Quantity Available.,Dark,Scarcity
Less than 6 items left,Dark,Scarcity
Low Stock,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
Hurry! Only Limited Items Left,Dark,Scarcity
Last chance! Only 1 left,Dark,Scarcity
Last chance! Only 1 left,Dark,Scarcity
"Only 5 left , In Stock",Dark,Scarcity
Only 1 in stock,Dark,Scarcity
LAST 1 LEFT,Dark,Scarcity
Only 2 left,Dark,Scarcity
167 piece(s) left for this promo,Dark,Scarcity
Limited Quantity,Dark,Scarcity
Only 8 item(s) left.,Dark,Scarcity
Only 9 left!,Dark,Scarcity
ONLY 4 LEFT,Dark,Scarcity
ONLY 1 LEFT IN STOCK,Dark,Scarcity
Only 9 left,Dark,Scarcity
Only 3 left,Dark,Scarcity
Only a few left,Dark,Scarcity
ONLY 4 LEFT!,Dark,Scarcity
In Stock (8) Left,Dark,Scarcity
8 items left,Dark,Scarcity
"LOW IN STOCK, only 2 left",Dark,Scarcity
1 left in stock. Hurry!,Dark,Scarcity
20 units left,Dark,Scarcity
only 2 left!,Dark,Scarcity
Only 3 left!,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
ONLY 1 REMAINING,Dark,Scarcity
(5 Left),Dark,Scarcity
Only 1 left!,Dark,Scarcity
Only 2 left in stock,Dark,Scarcity
ONLY 1 LEFT!,Dark,Scarcity
Hurry only 2 left,Dark,Scarcity
Only 8 Left!,Dark,Scarcity
8 items left,Dark,Scarcity
Only 4 left in stock,Dark,Scarcity
Availability: Low Stock 4 Remaining,Dark,Scarcity
Low Stock! Only 3 left.,Dark,Scarcity
Hurry! Only 6 left in stock,Dark,Scarcity
Low Stock Alert: Only 8 left in inventory,Dark,Scarcity
LOW STOCK: Only 1 left.,Dark,Scarcity
Only A Few Left,Dark,Scarcity
ONLY A FEW LEFT IN STOCK,Dark,Scarcity
Only 2 Left In Stock,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 4 left in stock,Dark,Scarcity
ONLY A FEW LEFT,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 7 left in stock.,Dark,Scarcity
Only 4 items left in stock.,Dark,Scarcity
Only 5 Left in Stock. Buy Soon!,Dark,Scarcity
Only 2 left in stock,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
ONLY 3 LEFT,Dark,Scarcity
ONLY 5 LEFT,Dark,Scarcity
ONLY 12.5M LEFT IN STOCK!,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
Only 2 items left in stock.,Dark,Scarcity
2 LEFT,Dark,Scarcity
1 item left,Dark,Scarcity
Only 3 left.,Dark,Scarcity
"Only 1 left , In Stock",Dark,Scarcity
Only 1 Left,Dark,Scarcity
Only a few more left!,Dark,Scarcity
Only 1 left!,Dark,Scarcity
Only 1 items left,Dark,Scarcity
Only 6 items left,Dark,Scarcity
Hurry! Only 2 left in stock!,Dark,Scarcity
Limited quantity available,Dark,Scarcity
Fewer than 5 left!,Dark,Scarcity
Fewer than 5 left!,Dark,Scarcity
2 items left,Dark,Scarcity
Limited Availability,Dark,Scarcity
We only have 8.0000 left in Stock,Dark,Scarcity
Only 1 left in stock! Order soon!,Dark,Scarcity
Only 3 left in stock,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 4 left,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
3 left in stock,Dark,Scarcity
Only 2 left in stock!,Dark,Scarcity
Only 7 left in stock!,Dark,Scarcity
QUICK! ONLY 1 LEFT IN STOCK,Dark,Scarcity
Only 2 items left,Dark,Scarcity
Going Fast: Limited Quantities Left!,Dark,Scarcity
In Stock - Limited Quantity,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 25 Deals left,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
1 in stock,Dark,Scarcity
Currently less than 10 available,Dark,Scarcity
Only 1 piece left.,Dark,Scarcity
Hurry! Only 1 left!,Dark,Scarcity
Hurry! Only 1 left!,Dark,Scarcity
Almost Sold Out! Only 2 Left.,Dark,Scarcity
Only 4 left,Dark,Scarcity
"ONLY 5 LEFT, ORDER SOON!",Dark,Scarcity
Only 9 Left.,Dark,Scarcity
Hurry! Only 1 Left In Stock,Dark,Scarcity
Only 867 left,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
10 Left in stock,Dark,Scarcity
Hurry! 1 items left!,Dark,Scarcity
LOW STOCK (ONLY 10 LEFT!),Dark,Scarcity
ONLY 1 LEFT IN STOCK!,Dark,Scarcity
10 Left,Dark,Scarcity
ONLY 1 ITEM LEFT!,Dark,Scarcity
Only 13 left!,Dark,Scarcity
only 5 left in stock,Dark,Scarcity
2 in stock,Dark,Scarcity
Only 11 Left In Stock,Dark,Scarcity
Only 11 Left In Stock,Dark,Scarcity
Only 3 pieces in stock!,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
Less than 10 left!,Dark,Scarcity
Less than 7 left!,Dark,Scarcity
3 LEFT,Dark,Scarcity
Only 2 copies left,Dark,Scarcity
Only 2 left!,Dark,Scarcity
Only 2 left!,Dark,Scarcity
Only 4 left!,Dark,Scarcity
Only 20 left,Dark,Scarcity
Only 4 left,Dark,Scarcity
1 item left,Dark,Scarcity
Only 5 left!,Dark,Scarcity
5 LEFT,Dark,Scarcity
5 left,Dark,Scarcity
"1 left, order now!",Dark,Scarcity
ONLY 4 LEFT!,Dark,Scarcity
"Hurry, limited quantities left!",Dark,Scarcity
ONLY 1 ITEM LEFT,Dark,Scarcity
"Hurry, only 302 left.",Dark,Scarcity
Low in stock: only 2 left.,Dark,Scarcity
Low in stock: only 2 left.,Dark,Scarcity
Only 2 left in stock,Dark,Scarcity
2 left in stock,Dark,Scarcity
ONLY 5 LEFT!,Dark,Scarcity
ONLY 4 LEFT!,Dark,Scarcity
Limited Quantity Available,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
Only 1 Left,Dark,Scarcity
Hurry! Only 6 left in stock!,Dark,Scarcity
Only 2 left in stock. Make it yours.,Dark,Scarcity
ONLY 5 LEFT!,Dark,Scarcity
"Hurry, only 3 left!",Dark,Scarcity
Currently 8 left in stock.,Dark,Scarcity
Only 3 left in stock.,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 left in stock!,Dark,Scarcity
Hurry! Only 2 Left,Dark,Scarcity
Only a few left of this product!,Dark,Scarcity
Only 16 Left in Stock!,Dark,Scarcity
Only 1 left,Dark,Scarcity
HURRY! ONLY 2 LEFT!,Dark,Scarcity
ONLY 2 LEFT,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 8 left in stock. Almost Gone!,Dark,Scarcity
"Hurry, only 1 left in stock!",Dark,Scarcity
Only 3 Left In Stock,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only one left in stock - order soon!,Dark,Scarcity
Only 5 left in stock,Dark,Scarcity
This size has only 1 left in stock,Dark,Scarcity
Only 2 Left in Stock,Dark,Scarcity
"HURRY, LOW IN STOCK!",Dark,Scarcity
HURRY ONLY 1 ITEM LEFT!,Dark,Scarcity
Only 1.75 yards left in stock!,Dark,Scarcity
Availability: Only 4 Left!,Dark,Scarcity
Only 3 left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 left,Dark,Scarcity
ONLY 1 LEFT IN STOCK!,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 Left!,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 3 left in stock,Dark,Scarcity
Low in stock,Dark,Scarcity
Only 5 pcs left!,Dark,Scarcity
2 items left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 4 Left!,Dark,Scarcity
"ONLY 5 LEFT, HURRY!",Dark,Scarcity
QUANTITY: *ONLY 1 LEFT,Dark,Scarcity
Only 4 left in stock,Dark,Scarcity
Only 3 available,Dark,Scarcity
"Only 3 left , In Stock",Dark,Scarcity
(Only 1 Left),Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
1 item left,Dark,Scarcity
Only 1 left,Dark,Scarcity
1 Left,Dark,Scarcity
Only 3 left in stock!,Dark,Scarcity
Only 2 left!,Dark,Scarcity
only 2 left,Dark,Scarcity
4 SEATS LEFT,Dark,Scarcity
10 SEATS LEFT,Dark,Scarcity
Hurry! Only 1 left!,Dark,Scarcity
Only 5 left!,Dark,Scarcity
Only 3 left!,Dark,Scarcity
Only 3 left,Dark,Scarcity
Hurry! Only 2 left in stock,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
ONLY 9 LEFT,Dark,Scarcity
Only 3 Left,Dark,Scarcity
90% offers claimed. Hurry up!,Dark,Scarcity
Only 26 Left,Dark,Scarcity
Only 3 left,Dark,Scarcity
Only 2 left in stock,Dark,Scarcity
Only 3 Left! Get it before it`s gone!,Dark,Scarcity
Only 1 left!,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
ONLY 5 LEFT,Dark,Scarcity
ONLY 20 LEFT IN STOCK,Dark,Scarcity
94% offers claimed. Hurry up!,Dark,Scarcity
Only a few left!,Dark,Scarcity
"Hurry, only 2 left in stock",Dark,Scarcity
Only 1 left in stock!,Dark,Scarcity
ONLY 1 LEFT!,Dark,Scarcity
Clearance! Only 4 left in stock.,Dark,Scarcity
Only 5 left,Dark,Scarcity
ONLY 3 LEFT,Dark,Scarcity
"Available, only 2 left",Dark,Scarcity
In Stock. Only 1 Left!,Dark,Scarcity
Hurry! Only 6 left in stock!,Dark,Scarcity
In Stock Only 5 left!,Dark,Scarcity
Limited-time Deal,Dark,Scarcity
2 left,Dark,Scarcity
Only 4 unit(s) available!,Dark,Scarcity
"Hurry, only 5 left",Dark,Scarcity
LIMITED QUANTITY,Dark,Scarcity
Last 1 left,Dark,Scarcity
Low Stock Only 2 left,Dark,Scarcity
7 left in stock,Dark,Scarcity
ONLY 1 LEFT,Dark,Scarcity
Only 1 left!,Dark,Scarcity
HURRY! ONLY 1 IN STOCK!,Dark,Scarcity
Availability: 5 items left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 1 left!,Dark,Scarcity
Only 8 left in stock,Dark,Scarcity
Hurry! Less than 10 left!,Dark,Scarcity
1 Left,Dark,Scarcity
Only 10 left in stock,Dark,Scarcity
3 Left,Dark,Scarcity
Only 3 left,Dark,Scarcity
Almost gone! Only 3 left In Stock,Dark,Scarcity
Almost gone! Only 3 left In Stock,Dark,Scarcity
In Stock only 3 left,Dark,Scarcity
Sellout risk:,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 5 left!,Dark,Scarcity
Only 22 left in stock!,Dark,Scarcity
Only: 9 in stock now,Dark,Scarcity
ONLY 1 WATCH LEFT,Dark,Scarcity
Only 3 left,Dark,Scarcity
Only 1 item(s) left in stock,Dark,Scarcity
Only 1 left in Stock!,Dark,Scarcity
Only 65 Items Left.,Dark,Scarcity
Only 5 left in stock,Dark,Scarcity
Only 5 left in stock,Dark,Scarcity
Only 4 left In Stock,Dark,Scarcity
Only 4 Left!,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 2 left,Dark,Scarcity
Only 1 left!,Dark,Scarcity
Only 1 left,Dark,Scarcity
3 Left!,Dark,Scarcity
Limited stock Only 2 left,Dark,Scarcity
Only 1 left,Dark,Scarcity
Only 4 left,Dark,Scarcity
Only a few left,Dark,Scarcity
Only 4 left,Dark,Scarcity
Only 1 left in stock,Dark,Scarcity
Only 2 left!,Dark,Scarcity
Only 2 Left!,Dark,Scarcity
There are only 1 item left in stock.,Dark,Scarcity
Only 2 left,Dark,Scarcity
(ONLY 1 LEFT IN THIS SIZE!),Dark,Scarcity
70% offers claimed. Hurry up!,Dark,Scarcity
Only 2 left in stock,Dark,Scarcity
(only 5 left),Dark,Scarcity
Only 1 item left in stock,Dark,Scarcity
"Order soon, only 1 left!",Dark,Scarcity
Only 1 left!,Dark,Scarcity
1 in Stock,Dark,Scarcity
Only 1 Left in Stock. Buy Soon!,Dark,Scarcity
Hurry Low Stock,Dark,Scarcity
Hurry! Only 1 left in size M!!,Dark,Scarcity
